X,Y,PROFONDEUR
2504871.89,1121671.3,80
2504884.09,1121660.6,80
2504846.19,1121688.8,80
2504856.69,1121679.4,80
2505961.74,1125245.9,100
2505970.41,1125241.57,85
2489440.11,1115226.15,180
2503890.72,1115460.36,100
2503887.42,1115466.33,100
2503898.7,1115449.33,100
2504138.15,1121406.03,220
2504135.7,1121400.54,220
2504133.26,1121395.06,220
2504130.81,1121389.58,220
2504128.36,1121384.1,220
2504135.13,1121413.95,220
2504132.68,1121408.48,220
2504125.33,1121392.03,220
2504122.88,1121386.56,220
2504127.78,1121397.51,220
2504130.36,1121402.99,220
2504140.6,1121411.5,220
2504512.72,1117470.21,150
2495196.74,1120050.49,900
2495200.45,1120050.67,900
2495206.7,1120045.62,900
2495203.68,1120041.91,900
2495197.45,1120046.82,900
2495213.14,1120036.77,900
2495216.78,1120036.89,900
2495223.19,1120031.87,900
2495223.48,1120028.55,900
2495220.1,1120028.31,900
2495213.87,1120033.16,900
2504019.33,1121370.15,170
2503005.03,1117113.23,180
2505284.42,1116874.22,100
2502196.15,1113775.72,
2502177.14,1113755.54,
2502208.34,1113794.34,
2503677.11,1120489.18,
2505445.03,1134028.15,137
2505454.97,1134029.66,137
2489970.45,1115686.42,112
2498632.02,1121300.06,215
2498636.23,1121305.45,215
2505290.3,1121180.22,90
2489891.53,1116305.14,160
2499138.46,1119153.16,150
2499136.43,1119139.62,150
2499143.45,1119140.19,150
2499151.01,1119149.91,150
2499180.98,1119184.19,150
2499264.68,1119148.7,150
2499249.15,1119169.62,150
2504470.98,1123419.97,80
2504117.56,1117964.36,170
2504123.27,1117966.39,170
2497797.96,1116805.99,200
2497789.57,1116803.02,200
2497764.29,1116793.8,200
2497796.54,1116784.38,200
2504437.82,1117913.93,110
2504809.03,1121938.28,160
2504699.97,1121779.35,140
2504715.49,1121770.08,140
2504575.8,1121645.13,190
2505195.18,1121788.24,200
2495589.56,1114923.19,
2494976.86,1113625.46,120
2495083.37,1113784.01,
2495079.93,1113788.64,
2495539.31,1114515.13,150
2505862.1,1123322.67,130
2503393.46,1119801.76,150
2503395.56,1119796.56,150
2498067.26,1116062.8,80
2497509.77,1115631.13,220
2497515.59,1115625.65,220
2498554.25,1116157.45,160
2498567.08,1116155.87,160
2498564.64,1116191.77,160
2504457.86,1123040.83,141
2504453,1123034.48,146
2504448.13,1123028.12,137
2499233.63,1122392.71,190
2505211.35,1118719.62,150
2505214.2,1118714.66,150
2505220.41,1118704.26,150
2507181.49,1118319.5,240
2497379.64,1116191.59,160
2497374.11,1116189.26,160
2497368.59,1116186.92,160
2497363.06,1116184.59,160
2497357.53,1116182.25,160
2497358.56,1116175.96,160
2504492.64,1121015.99,140
2504488.04,1121019.96,140
2505502.74,1124585.39,120
2505509.83,1124588.06,120
2506782.56,1124773.11,152
2506790.74,1124767.35,152
2494751.86,1113745.35,350
2504877.45,1117886.11,160
2504874.12,1117881.12,160
2505787.7,1124073.2,130
2504585.09,1118738.82,200
2504579.99,1118743.91,200
2504589.33,1118745.82,200
2498554.54,1125303.06,152
2498548.97,1125299.38,152
2499780.15,1118504.34,165
2499787.61,1118501.72,165
2499782.81,1118511.89,165
2499785.46,1118519.43,165
2508161.02,1118072.11,180
2508164.04,1118076.12,180
2504015.57,1117462.6,150
2504011.75,1117467.22,150
2494476.61,1114749.57,185
2494469.14,1114758.27,185
2494472.28,1114754.41,185
2486740.44,1112000.62,100
2506082.01,1119715.04,172
2506070.8,1119696.78,172
2506075.13,1119683.74,172
2486740.74,1111993.43,100
2506078.4,1119699.29,172
2506080.12,1119707.12,172
2506074.4,1119713.04,172
2486734.53,1111999.61,100
2506069.24,1119688.99,172
2506076.83,1119691.4,172
2506072.5,1119704.76,172
2506076.39,1119720.76,172
2506083.75,1119722.91,172
2506078.05,1119728.56,172
2497774.45,1116670.4,200
2497768.93,1116678.2,200
2497757.17,1116669.28,200
2497762.14,1116661.62,200
2497767.75,1116655.22,200
2497779.64,1116663.66,200
2497783.92,1116679.52,200
2497796.14,1116680.32,200
2497804.25,1116687.87,200
2486494.08,1111741.78,280
2486500.28,1111747.69,280
2486506.44,1111753.53,280
2486512.75,1111759.25,280
2486519.19,1111764.73,280
2486525.67,1111770.25,280
2486518.19,1111772.4,280
2486524.07,1111778.6,280
2486532.15,1111775.8,280
2504611.47,1117094.51,
2504990.66,1121360.32,
2504985.36,1121355.6,
2499434.04,1129424.09,150
2499427.62,1129428.72,200
2488723.96,1116538.37,200
2488718.01,1116534.14,200
2499688.66,1118694.02,260
2506007.56,1125081.33,224
2506022.3,1125073.51,224
2501933,1127435,160
2501982,1127406,160
2496656,1121171,290
2510722.03,1121429.05,140
2500750.05,1123460.02,150
2502969,1119510,270
2497965.21,1120397.85,250
2497972.42,1120390.69,250
2497961.74,1120380.17,250
2497952.08,1120382.61,250
2504006.65,1117949.49,190
2504016.92,1117927.86,190
2504766.96,1118623.41,290
2499211.39,1122388.49,180
2499216.17,1122382.07,180
2499222.71,1122373.09,180
2497706.01,1125856,136
2504304,1120261,160
2504298.19,1120266.68,160
2504293.01,1120272.47,160
2491723.69,1112872.32,190
2491717.27,1112866.92,190
2491707.97,1112857.32,190
2491702.21,1112854.88,190
2491697.47,1112850.25,190
2491693.8,1112847.14,190
2497694,1125885.99,272
2499696.53,1118695.24,260
2499700.43,1118702.5,260
2505602.1,1122762.87,165
2505735.54,1123174.08,160
2505730.86,1123168.74,160
2509695,1121190,170
2509701,1121195,170
2509708,1121199,170
2504299.03,1123093.98,90
2499134.74,1121258.83,235
2492065.1,1120018.27,235
2492064.4,1120017.87,235
2505555.69,1116698.44,100
2505549.5,1116703.51,100
2499582.63,1122354.54,100
2499583.93,1122348.69,100
2505830.51,1117183.18,126
2505834.8,1117187.37,126
2504542.76,1121500.04,155
2504564.38,1121474.73,155
2504579.44,1121467.07,155
2492721.07,1115246.99,140
2492725.39,1115251.15,140
2503137.14,1116691.64,130
2503134.19,1116687.02,130
2503969.64,1117479.52,150
2503973.68,1117475.11,150
2501475.86,1126440.81,160
2501469.92,1126441.63,160
2500384.43,1124679.2,126
2500393.94,1124689.78,126
2500403.18,1124699.99,126
2500412.33,1124710.22,126
2503373.49,1119155.04,205
2503378.57,1119159.93,205
2503383.48,1119154.86,205
2503378.54,1119149.81,205
2506873.4,1123782.19,180
2506877.75,1123787.75,180
2506882.15,1123793.29,180
2503462.92,1116757.87,164
2503467.93,1116764.11,164
2488507.93,1112114.19,190
2488499.07,1112105.45,190
2494339.28,1120325.97,160
2494344.27,1120322.64,
2505691.96,1124131.25,90
2505698.03,1124126.89,90
2497506.43,1114973.61,120
2497510.28,1114968.75,120
2495715.35,1115300.31,140
2501191.07,1124367.07,250
2501198.02,1124362.11,250
2501205.03,1124357.15,250
2501184.59,1124359.46,250
2501193.19,1124354.9,250
2501200.4,1124350.13,250
2498597.94,1121192.97,
2498593.65,1121199.46,
2498604.62,1121197.37,
2498600.33,1121203.87,
2498595.92,1121210.54,
2498611.29,1121201.78,
2498607.01,1121208.27,
2498602.6,1121214.94,
2498598.2,1121221.62,
2498617.97,1121206.18,
2498613.68,1121212.68,
2498609.28,1121219.35,
2498604.87,1121226.02,
2498600.95,1121232.62,
2498624.65,1121210.59,
2498620.36,1121217.08,
2498615.96,1121223.76,
2498611.55,1121230.43,
2498607.15,1121237.1,
2498627.04,1121221.49,
2498622.63,1121228.16,
2498614.09,1121241.07,
2498609.42,1121248.18,
2498632.1,1121228.34,
2498624.9,1121239.24,
2498616.08,1121252.58,
2494171.75,1119945.1,
2494155.65,1120007.63,
2494177.81,1119950.57,
2494184.26,1120004,
2494195.45,1119985.33,
2494201.47,1119990.76,
2494207.53,1119996.24,
2494153.76,1120015.49,
2494169.23,1120010.2,
2494202,1119980.39,
2494221.68,1119986.84,
2494176.89,1120007.49,
2494185.95,1119996.05,
2494189.83,1119961.43,
2494209.17,1119976.27,
2494124.26,1120031.05,
2494195.84,1119966.91,
2494199.72,1119998.66,
2494214.7,1120000.36,
2494215.14,1119981.75,
2494152.07,1120023.68,
2494159.82,1120020.87,
2494192.01,1120001.48,
2494213.97,1119991.3,
2494145.81,1120028.96,
2494146.01,1120018.2,
2494163.17,1120004.72,
2494190.27,1120009.43,
2494221.2,1119995.03,
2494137.81,1120027.46,
2494161.62,1120013.06,
2494167.72,1120018.49,
2494183.77,1119956.05,
2494193.66,1119993.19,
2494198.02,1120006.81,
2494208.06,1119985.87,
2494132.4,1120033.39,
2494182.9,1120013.01,
2494201.9,1119972.29,
2494205.78,1120003.9,
2501314.07,1124572.1,
2501315.25,1124582.44,
2501321.61,1124590.53,
2501331.8,1124585.69,
2501341.68,1124581.02,
2501350.81,1124575.98,
2501356.73,1124567.04,
2501364.85,1124574.42,
2498094.79,1115457.33,
2498088.04,1115455.29,
2500754.62,1123423.17,
2500761.56,1123429.19,
2500768.48,1123435.22,
2500775.4,1123441.27,
2500782.34,1123447.27,
2506603.4,1118368.73,
2506614.16,1118363.38,
2506618.24,1118371.43,
2506607.45,1118376.75,
2506611.5,1118384.85,
2506622.25,1118379.49,
2506626.26,1118387.55,
2506615.55,1118392.87,
2506619.52,1118400.93,
2506630.27,1118395.57,
2506634.32,1118403.62,
2506623.56,1118409.02,
2506627.57,1118417.03,
2506638.76,1118412.59,
2506642.37,1118419.77,
2506631.58,1118425.09,
2506635.63,1118433.14,
2506646.38,1118427.78,
2506651.82,1118438.46,
2506641.5,1118444.77,
2506655.82,1118446.55,
2506665.19,1118438.49,
2506670.58,1118449.21,
2506678.68,1118445.2,
2506673.24,1118434.49,
2506681.34,1118430.48,
2506659.87,1118454.57,
2506653.09,1118468.02,
2506649.08,1118459.93,
2506645.07,1118451.87,
2506634.28,1118457.27,
2506638.32,1118465.25,
2506625.31,1118461.68,
2506686.7,1118441.23,
2506694.75,1118437.18,
2506689.4,1118426.39,
2506696.54,1118422.85,
2506705.55,1118418.33,
2506713.56,1118414.36,
2506719,1118425.07,
2506710.86,1118429.12,
2506701.94,1118433.61,
2506727.02,1118421.06,
2506721.62,1118410.35,
2506729.72,1118406.3,
2506735.11,1118417.05,
2497633,1120367,
2495005,1114760,200
2494988,1114746,200
2494993,1114751,200
2494999,1114755.5,200
2500663.98,1123121.02,250
2500660.58,1123115.03,250
2500654.08,1123118.83,250
2500670.47,1123117.72,250
2500657.18,1123124.53,250
2500666.68,1123111.92,250
2486992.48,1112179.73,200
2486987.03,1112173.02,
2486980.9,1112167.72,
2486974.28,1112161.23,
2486970.79,1112153.15,
2486976.48,1112147.07,
2486964.09,1112137.48,
2486958.59,1112143.28,
2486950.54,1112137.6,
2486944.46,1112131.91,
2486937.56,1112125.78,
2486931.07,1112121.02,
2503395.52,1116823.28,
2503402.91,1116819.87,
2503410.31,1116815.97,
2503417.71,1116812.37,
2504622.3,1117090.09,220
2504624.8,1117095.79,220
2504627.5,1117101.19,220
2504948.3,1124182.36,200
2504951.65,1124175.05,200
2504955.43,1124166.75,200
2504947.44,1124167.61,200
2504943.66,1124175.95,200
2504935.71,1124176.75,200
2504939.03,1124169.42,200
2504958.8,1124159.42,200
2504950.79,1124160.3,200
2504942.82,1124161.14,200
2504946.08,1124153.83,200
2504954.13,1124152.98,200
2504950.22,1124146.04,200
2503442.62,1119350.53,164
2503447.42,1119345.43,164
2503466.62,1119334.03,164
2503453.82,1119340.73,164
2503460.02,1119336.53,164
2506236.84,1124363.67,220
2506244.68,1124360.47,220
2506241.58,1124353.08,220
2506233.82,1124356.18,220
2506230.63,1124348.7,220
2506238.39,1124345.51,220
2506235.28,1124338.02,220
2506227.62,1124341.04,220
2506224.43,1124333.55,220
2506232.09,1124330.36,220
2506228.81,1124322.88,220
2506225.7,1124315.49,220
2506222.69,1124308.19,220
2506219.5,1124300.89,220
2506227.53,1124301.89,220
2506230.63,1124309.19,220
2506233.73,1124316.31,220
2501224.64,1126858.07,
2501220.3,1126850.98,
2500078.97,1126501.05,170
2505235.79,1118681.99,170
2498991.92,1119596.62,315
2498999.37,1119605.15,315
2499005.21,1119611.72,315
2499010.13,1119617.27,315
2499014.76,1119624.14,315
2499020.79,1119618.79,315
2499013.49,1119609.43,315
2498999.08,1119592.97,315
2498427.47,1115663.07,250
2498440.35,1115660.59,250
2498437.95,1115646.51,250
2498425.07,1115648.83,250
2498422.67,1115634.67,250
2498435.47,1115632.51,250
2498433.07,1115618.27,250
2498420.44,1115620.51,250
2507271.63,1122415.46,170
2507275.03,1122420.43,170
2507278.46,1122425.38,170
2507281.84,1122430.37,170
2507285.22,1122435.32,170
2507288.61,1122440.26,170
2499842.51,1122728.77,130
2499851.27,1122732.73,130
2499862.82,1122736.31,130
2506479.97,1118922.51,300
2506408.11,1119035.31,300
2504148.56,1115719.15,250
2499179.92,1119766.56,304
2499178.78,1119773.66,304
2503498.57,1115746.78,
2503495.54,1115739.46,
2503497.57,1115754.63,
2503505.23,1115751.32,
2503512.46,1115748.15,
2503519.83,1115744.84,
2503527.18,1115741.52,
2503534.69,1115738.12,
2503536.16,1115729.98,
2503528.73,1115732.82,
2507339.93,1127124.12,140
2507335.01,1127119.66,140
2507330,1127112.14,140
2493189.59,1113565.12,
2493195.27,1113570.22,
2493209.17,1113561.69,
2503536.4,1116595.38,180
2504291.71,1120894.77,250
2504298.52,1120900.73,250
2504304.94,1120906.48,250
2499234,1115804.04,200
2504496.53,1122128.68,175
2504500.18,1122133.44,175
2493277,1113455,120
2499156.85,1121352.93,120
2499161.41,1121359.75,120
2508107.29,1128131.86,150
2508103.05,1128118.63,150
2508105.04,1128125.51,150
2505122,1118609,137
2505125.61,1118605.47,137
2506884.67,1122354.4,232
2506889.12,1122357.61,232
2506893.78,1122360.97,232
2506898.24,1122364.17,232
2494029.96,1122220.56,120
2498185.19,1118867.58,3
2498186.09,1118860.28,3
2498194.93,1118862.92,3
2498201.81,1118867.1,3
2498204.35,1118874.51,3
2498211.33,1118878.27,3
2498208.21,1118867.47,3
2498205.83,1118860.07,3
2498198.95,1118856.1,3
2498192.12,1118851.97,3
2498218.07,1118882.36,3
2499704.36,1118709.66,260
2499700.93,1118717.66,260
2499701.73,1118725.84,260
2499708.96,1118721.5,260
2493659.18,1114536,
2493663.53,1114531.32,
2493668.97,1114527.41,
2498204.59,1119494.55,
2498199.69,1119499.51,
2505694.88,1124701.26,
2505687.54,1124704.74,
2505681.31,1124708.07,
2505673.08,1124712.55,
2505665.21,1124717.09,
2493903.77,1116995.58,
2493907.21,1116991.21,
2493892.39,1117011.06,
2493911.04,1116986.05,
2493900.19,1117000.87,
2493896.62,1117005.9,
2494407.66,1120598.05,
2494959.33,1114228.59,
2494955.43,1114234.21,
2505694.87,1122914.55,
2505685.47,1122912.17,
2505682.56,1122903.44,
2505692.88,1122906.75,
2503837.93,1116274.91,
2503843.66,1116282.89,
2503851.88,1116276.74,
2503846.11,1116268.76,
2503860.13,1116270.62,
2503854.39,1116262.68,
2503865.94,1116278.57,
2486661.87,1111935.93,
2486667.43,1111942.51,
2486672.99,1111949.02,
2504306.25,1134092.93,
2504299.24,1134097.03,
2504310.88,1134100.33,
2505369.03,1116884.08,313
2505353.41,1116884.66,313
2505334.77,1116881.45,313
2505325.77,1116868.4,313
2505351.67,1116866.4,313
2505367.74,1116866.01,313
2505324.31,1123891.13,
2498811.24,1125382.86,
2504162.92,1120657.82,
2504158.28,1120662.06,
2504171.12,1120648.82,
2504153.52,1120667.35,
2504166.89,1120653.45,
2495957.08,1114993.87,
2507216.68,1126826.18,150
2507221.47,1126832.61,150
2507226.26,1126839.03,150
2507231.05,1126845.45,150
2495136.01,1115458.97,
2495128.16,1115468.83,
2495139.66,1115454.38,
2495143.49,1115449.57,
2495131.82,1115464.23,
2506292.06,1119579.61,
2505840.88,1124043.34,
2505846.13,1124040.45,
2505851.37,1124037.46,
2509456.64,1121083.12,
2509461.33,1121096.29,
2509458.82,1121089.61,
2497518.05,1120026.98,
2497522.62,1120021.62,
2497527.26,1120016.29,
2497534.91,1120018.12,
2497530.34,1120023.49,
2497525.74,1120028.79,
2497521.06,1120034.19,
2497539.07,1120026.22,
2497534.5,1120031.59,
2497529.86,1120036.92,
2497541.04,1120032.57,
2497536.47,1120037.87,
2497543.36,1120039.08,
2497538.72,1120044.45,
2498703.46,1115907.1,
2498716.42,1115907.49,
2498726.44,1115907.86,
2504134.9,1116860.42,
2501496.14,1126423.51,
2502830,1117929,
2502823,1117795,
2494299.02,1114072.14,
2494316.95,1114047.88,
2505740.76,1117322.81,
2505743.14,1117315.39,
2497169.06,1118505.6,150
2497145.12,1118470.09,150
2506116.35,1124636.96,
2506124.53,1124635.1,
2506113.13,1124630.19,
2506120.64,1124627.42,
2506109.29,1124623.02,
2506116.97,1124619.52,
2506113.35,1124611.67,
2506105.17,1124615.29,
2491698.22,1112509.17,170
2498938.66,1125351.92,
2503077.66,1117836.58,
2503085.32,1117830.74,
2503095.52,1117823.6,
2503082.59,1117822.08,
2503075.35,1117827.96,
2503074.22,1117818.82,
2503089.4,1117816.7,
2503083.11,1117810.39,
2503124.13,1117710.14,300
2503114.68,1117714.63,300
2503108.36,1117717.68,300
2503102.09,1117720.68,300
2503127.79,1117701.52,300
2503121.47,1117704.52,300
2503115.16,1117707.53,300
2503108.89,1117710.58,300
2503102.48,1117713.63,300
2503096.21,1117716.59,300
2503089.85,1117719.64,300
2503083.58,1117722.64,300
2503128.35,1117694.38,300
2503121.95,1117697.47,300
2503115.64,1117700.43,300
2503109.32,1117703.48,300
2503102.96,1117706.53,300
2503096.78,1117709.49,300
2503096.47,1117711.1,300
2503090.42,1117712.54,300
2503084.06,1117715.54,300
2503077.79,1117718.59,300
2503102.4,1117697.08,300
2503095.79,1117689.52,300
2503143.25,1117685.36,300
2503136.96,1117688.33,300
2503140.27,1117679.01,300
2503133.99,1117682.02,300
2503127.7,1117685.03,300
2503121.42,1117688,300
2503115.04,1117691.01,300
2503108.75,1117694.05,300
2503136.53,1117671.2,300
2503130.94,1117675.73,300
2503124.66,1117678.68,300
2503118.41,1117681.68,300
2503112.03,1117684.69,300
2503105.71,1117687.74,300
2503133.62,1117665.05,300
2503127.97,1117669.41,300
2503121.68,1117672.39,300
2503115.37,1117675.4,300
2503109.02,1117678.44,300
2503112.39,1117669.05,300
2503106.04,1117672.09,300
2504355.72,1123013.03,280
2504353.55,1123005.06,280
2504351.16,1122997.66,280
2504348.7,1122988.95,280
2504343.13,1122984.97,280
2503671.51,1117684.77,120
2503666.31,1117680.08,120
2503664.26,1117669.23,120
2503662.92,1117661.91,120
2503666.19,1117655.75,120
2498068.37,1115440.3,240
2498071.01,1115433.03,240
2498063.07,1115455.78,240
2498065.85,1115448.11,240
2498269.05,1116400.21,
2498248.55,1116378.25,
2498274.88,1116405.51,
2498290.75,1116421.51,
2498253.57,1116384.21,
2498285.46,1116416.35,
2498258.47,1116389.5,
2498263.89,1116394.79,
2498280.3,1116411.19,
2504031.98,1121309.65,144
2504030.92,1121306.05,144
2504029.49,1121302.08,144
2504027.94,1121298.41,144
2502985,1117688,160
2506920.95,1118121.3,
2497701.99,1125905.98,
2504325.14,1121753.13,112
2504317.48,1121753.5,112
2504319.26,1121745.37,112
2504327.26,1121745.13,112
2504334.16,1121740.8,112
2504327.55,1121735.7,112
2505569.01,1117586.03,255
2505561.01,1117583.03,255
2501079.56,1124419.1,250
2504206.97,1117751.98,110
2499205,1120423,130
2500588.95,1119037.97,
2497151.41,1118467.37,150
2497148.04,1118476.47,150
2497154.33,1118473.76,150
2497160.54,1118471.04,150
2497163.53,1118477.36,150
2497157.32,1118480.08,150
2497151,1118482.82,150
2497160.27,1118486.46,150
2497153.92,1118489.21,150
2497156.9,1118495.53,150
2497163.22,1118492.77,150
2497166.25,1118499.14,150
2497159.88,1118501.89,150
2497162.87,1118508.3,150
2500970.21,1126391.61,190
2500971.79,1126384.78,190
2504819.03,1124192.98,120
2496250,1115238,150
2504140.21,1123347.54,200
2504146.56,1123345.56,200
2504465.56,1121554.37,220
2504473.02,1121550.56,220
2504475.03,1121558.71,220
2504481.97,1121554.74,220
2504478.95,1121565.64,220
2504485.93,1121561.73,220
2504489.9,1121568.66,220
2504482.86,1121572.63,220
2504486.88,1121579.56,220
2504493.87,1121575.59,220
2504497.84,1121582.58,220
2504490.85,1121586.55,220
2504494.82,1121593.48,220
2504501.81,1121589.51,220
2491330.12,1119342.01,200
2491329.23,1119350.01,200
2491326.56,1119297.35,200
2491331.85,1119326.06,200
2491333.61,1119316.05,200
2491330.97,1119334.02,200
2491338.74,1119336.06,200
2491322.91,1119290.19,200
2491333.89,1119298.5,200
2491319.43,1119283.02,200
2491330.23,1119304.54,200
2491336.1,1119310.55,200
2491340.72,1119317.1,200
2491336.91,1119346.41,200
2502056.28,1127082.21,
2502057.44,1127077.25,
2502058.1,1127072.33,
2498057,1111531.82,60
2498056.13,1111526.15,60
2498052.15,1111526.8,60
2498047.52,1111525.95,60
2503011.36,1117748.93,160
2503003.82,1117751.63,160
2502999.58,1117744.82,160
2503003.38,1117737.76,160
2502995.37,1117738.03,160
2502999.17,1117730.97,160
2502991.16,1117731.02,160
2502995.14,1117724.07,160
2502987.73,1117721.08,160
2502994.07,1117716.16,160
2502986.67,1117713.12,160
2502992.99,1117708.23,160
2502979.25,1117710.08,160
2502978.18,1117702.14,160
2502970.1,1117694.93,160
2502969.51,1117687.96,160
2502976.79,1117680.02,160
2502982.44,1117675.86,160
2502985.1,1117682.32,160
2502976.43,1117687.01,160
2502977.06,1117694.19,160
2502984.2,1117689.25,160
2502984.5,1117697.26,160
2502991.59,1117695.08,160
2502985.58,1117705.2,160
2505226.38,1123124.88,120
2505220.96,1123123.86,120
2503503.66,1116891.18,
2503504.58,1116883.18,
2503512.83,1116891.06,
2503513.72,1116882.83,
2503522.09,1116886.17,
2503520.96,1116877.45,
2503508.09,1116875.82,
2503515.1,1116870.16,
2504309.2,1123931.64,250
2504306.09,1123923.27,250
2496576.43,1117198.85,
2496583.99,1117194.5,
2496582.25,1117212.37,
2496589.82,1117208.08,
2496587.33,1117226.07,
2496594.58,1117221.95,
2503512.98,1116837.47,
2503515.71,1116844.17,
2503519.14,1116832.79,
2503521.49,1116839.77,
2503527.63,1116835.08,
2503525.28,1116828.09,
2503533.79,1116830.38,
2495019.19,1114458.53,
2494991.96,1114459.75,
2494999.63,1114448.17,
2495005.9,1114438.72,
2495018.3,1114446.93,
2495027.86,1114464.28,
2499606.59,1115488.95,
2499616.06,1115490.25,
2499624.36,1115491.5,
2499608.64,1115482.31,
2499621.92,1115484.2,
2499607.21,1115475.01,
2499617.85,1115476.69,
2499626.3,1115477.88,
2497699.34,1125847.01,135
2497705.05,1125853.53,135
2497710.14,1125859.35,135
2497714.96,1125864.86,135
2499215.86,1119812.6,304
2499221.15,1119807.8,304
2499225.6,1119800.35,304
2499216.31,1119802.4,304
2499211.16,1119807.35,304
2499206.38,1119802,304
2499211.56,1119797.08,304
2499229.1,1119793.42,304
2499220.94,1119795.12,304
2499216.27,1119789.9,304
2499224.43,1119788.2,304
2499219.76,1119782.98,304
2499211.59,1119784.68,304
2499202.47,1119786.91,304
2499201.59,1119796.65,304
2499215.09,1119777.76,304
2499210.42,1119772.54,304
2499206.93,1119779.46,304
2499196.82,1119791.31,304
2499192.03,1119785.95,304
2499197.5,1119781.36,304
2499187.32,1119780.69,304
2499192.75,1119776.03,304
2499202.26,1119774.24,304
2499205.39,1119767.36,304
2499186.12,1119773.49,304
2499198.32,1119765.98,304
2499191.22,1119766.21,304
2498224.95,1118886.19,3
2498228.88,1118879.15,3
2498221.91,1118875.31,3
2498215.16,1118871.31,3
2498219.06,1118864.23,3
2498225.71,1118868.3,3
2498232.79,1118872.17,3
2498230.74,1118855.43,3
2498223,1118857.25,3
2498216.02,1118853.45,3
2498212.08,1118860.39,3
2498209.97,1118853.22,3
2498238.53,1118863.23,3
2498245.36,1118859.12,3
2498226.92,1118848.46,3
2498207.16,1118842.29,3
2498199.33,1118837.74,3
2498196.18,1118845.1,3
2498203.43,1118830.81,3
2498207.5,1118823.93,3
2498211.28,1118817.5,3
2498214.64,1118811.86,3
2498217.95,1118806.31,3
2498213.94,1118846.33,3
2498202.99,1118849.18,3
2496270.7,1119604.55,
2496263.16,1119607.18,
2496255.62,1119609.8,
2496249.18,1119615.59,
2496252.99,1119602.26,
2496260.53,1119599.63,
2496268.07,1119597.01,
2496237.73,1119603.35,
2496235.1,1119595.81,
2496242.82,1119597.35,
2496250.36,1119594.72,
2496257.91,1119592.09,
2496265.45,1119589.47,
2496262.82,1119581.92,
2496260.2,1119574.38,
2496252.65,1119577.01,
2496255.28,1119584.55,
2496247.74,1119587.18,
2496240.2,1119589.8,
2496232.47,1119588.27,
2496237.57,1119582.26,
2496245.11,1119579.64,
2496229.85,1119580.72,
2496234.94,1119574.72,
2496224.78,1119569.81,
2496242.49,1119572.09,
2496250.03,1119569.47,
2496257.57,1119566.84,
2496254.94,1119559.3,
2496247.4,1119561.93,
2496239.86,1119564.55,
2496232.32,1119567.18,
2496222.15,1119562.26,
2496229.69,1119559.64,
2496237.23,1119557.01,
2496244.78,1119554.39,
2496252.32,1119551.76,
2496278.24,1119601.92,
2496285.78,1119599.3,
2496280.87,1119609.46,
2496283.49,1119617.01,
2496286.12,1119624.55,
2496291.04,1119614.38,
2496288.41,1119606.84,
2496275.61,1119594.35,
2496283.15,1119591.73,
2496272.99,1119586.84,
2496280.53,1119584.21,
2496270.36,1119579.3,
2496277.9,1119576.67,
2496267.74,1119571.76,
2496275.28,1119569.13,
2496265.11,1119564.22,
2496272.65,1119561.59,
2496262.48,1119556.67,
2496270.03,1119554.05,
2496259.86,1119549.13,
2496267.4,1119546.51,
2503923.9,1116046.63,150
2499563.81,1122556.6,190
2499563.75,1122550.33,190
2499563.7,1122544.07,190
2499563.65,1122537.82,190
2499567.04,1122556.58,
2493666.35,1114341.97,453.3
2503582.21,1120494.32,
2503590.43,1120494.54,
2503587.52,1120502.02,
2503595.45,1120500.78,
2503601.39,1120505.86,
2503602.7,1120504.18,
2503592.05,1120508.94,
2503597.1,1120512.29,
2499961.02,1122157.14,250
2499968.83,1122150.72,250
2499976.63,1122144.11,250
2499975.05,1122134.05,250
2499967.18,1122140.53,250
2499959.24,1122147.08,250
2499949.71,1122143.44,250
2499957.45,1122136.76,250
2499968.3,1122126.05,250
2503091.37,1119331.85,
2503100.59,1119357.27,
2503095.61,1119350.91,
2503090.73,1119344.68,
2503085.79,1119338.38,
2506493.79,1124514.21,
2506480.96,1124519.37,
2504669.32,1119119.11,
2504676.68,1119118.64,
