,X,Y,PROFONDEUR,lon,lat
1728,2505569.01,1117586.03,255.0,6.215183111713914,46.20308898472438
1729,2505561.01,1117583.03,255.0,6.215080086283998,46.20306087731531
1730,2501079.56,1124419.1,250.0,6.155577430647995,46.26390272899671
1731,2504206.97,1117751.98,110.0,6.197505168897157,46.20438889614198
1732,2499205.0,1120423.0,130.0,6.132131830584824,46.22768157628325
1733,2500588.95,1119037.97,,6.150362658043245,46.21543025614434
1734,2497151.41,1118467.37,150.0,6.105949244200001,46.20978085087985
1735,2497148.04,1118476.47,150.0,6.105903578937888,46.20986218336698
1736,2497154.33,1118473.76,150.0,6.105985665534475,46.20983877126322
1737,2497160.54,1118471.04,150.0,6.106066717834844,46.2098152569169
1738,2497163.53,1118477.36,150.0,6.106104061620215,46.20987255837096
1739,2497157.32,1118480.08,150.0,6.106023009250668,46.209896072744215
1740,2497151.0,1118482.82,150.0,6.105940527309953,46.20991975011382
1741,2497160.27,1118486.46,150.0,6.106059821606588,46.20995390775108
1742,2497153.92,1118489.21,150.0,6.105976948728131,46.20997767050042
1743,2497156.9,1118495.53,150.0,6.106014162976291,46.210034970454586
1744,2497163.22,1118492.77,150.0,6.106096649467061,46.210011113145
1745,2497166.25,1118499.14,150.0,6.10613450061698,46.210068870424514
1746,2497159.88,1118501.89,150.0,6.10605136848746,46.210092630168745
1747,2497162.87,1118508.3,150.0,6.1060886926130475,46.21015074111585
1748,2500970.21,1126391.61,190.0,6.153739762407598,46.281628183675984
1749,2500971.79,1126384.78,190.0,6.153761712400244,46.281566984905176
1750,2504819.03,1124192.98,120.0,6.204119026751121,46.26240938362397
1751,2496250.0,1115238.0,150.0,6.094988783834987,46.18059648212805
1752,2504140.21,1123347.54,200.0,6.195489988048189,46.25470851924569
1753,2504146.56,1123345.56,200.0,6.195572731464201,46.25469161653407
1754,2504465.56,1121554.37,220.0,6.200076202666664,46.238626229598545
1755,2504473.02,1121550.56,220.0,6.200173683583005,46.238593021474784
1756,2504475.03,1121558.71,220.0,6.200198067947044,46.238666612384485
1757,2504481.97,1121554.74,220.0,6.200288841157354,46.238631891098635
1758,2504478.95,1121565.64,220.0,6.200247460776418,46.23872950160745
1759,2504485.93,1121561.73,220.0,6.2003387402653765,46.23869532563857
1760,2504489.9,1121568.66,220.0,6.200388781409042,46.238758221909016
1761,2504482.86,1121572.63,220.0,6.200296711799722,46.23879292905646
1762,2504486.88,1121579.56,220.0,6.200347401111395,46.23885583245495
1763,2504493.87,1121575.59,220.0,6.200438822668429,46.23882111815743
1764,2504497.84,1121582.58,220.0,6.20048885175035,46.23888455405326
1765,2504490.85,1121586.55,220.0,6.200397430118667,46.238919268391285
1766,2504494.82,1121593.48,220.0,6.200447471536226,46.23898216463628
1767,2504501.81,1121589.51,220.0,6.200538893241656,46.238947450257676
1768,2491330.12,1119342.01,200.0,6.030329898304138,46.21673158357486
1769,2491329.23,1119350.01,200.0,6.030316503349138,46.21680339291332
1770,2491326.56,1119297.35,200.0,6.0302941747325916,46.21632932899883
